age,annual_income,loan_amount,loan_term,credit_score,num_credit_lines,delinq_2yrs,dti_ratio,employment_years,home_ownership,loan_purpose,num_inquiries,default
21,96580,16042,12,581,9,1,0.3120903359963998,1.660585642298864,RENT,debt_consolidation,0,0
25,32708,13797,60,631,7,1,0.22689957208346548,14.94207929166539,RENT,debt_consolidation,0,0
40,31371,3212,36,648,9,3,0.319103558205493,4.154690833564468,MORTGAGE,debt_consolidation,3,0
28,33145,24827,60,596,6,1,0.6812088616263633,10.932150540583645,MORTGAGE,debt_consolidation,1,0
63,18712,43875,48,722,11,1,0.5453460066177094,10.376938030430352,RENT,debt_consolidation,3,0
32,22860,5480,12,808,7,1,0.2193495232216349,6.707189747274729,RENT,medical,0,1
21,23193,39183,60,664,9,2,0.3901531103490932,2.135016177386519,RENT,debt_consolidation,1,0
40,41090,33029,12,656,14,0,0.3643968744854647,6.759085365108048,OWN,home_improvement,4,0
48,57670,5353,36,717,12,0,0.32865598354854925,1.150694468338906,MORTGAGE,home_improvement,1,0
63,63581,9746,24,500,4,1,0.1995833665043781,6.881411187315483,RENT,medical,2,0
57,36129,4374,12,652,9,0,0.41688469772099784,10.86390733229829,RENT,debt_consolidation,2,0
67,36666,12681,60,728,3,2,0.47691074448719545,15.588900330959989,MORTGAGE,debt_consolidation,0,0
57,52796,19123,48,598,14,0,0.22491519723998296,1.560754420278558,MORTGAGE,medical,1,0
32,19978,4645,48,551,12,0,0.643331212593381,5.747706980020361,RENT,medical,0,0
57,87174,18190,48,635,14,1,0.5783004873853331,4.375944578873597,RENT,home_improvement,1,0
69,106003,22276,48,645,11,0,0.43222483384268484,8.36869688753744,OWN,debt_consolidation,2,0
69,33679,22534,12,577,12,3,0.16524204459967798,0.0,RENT,debt_consolidation,0,0
64,38597,19217,48,817,14,4,0.4102112938976843,2.3566866143751666,RENT,debt_consolidation,1,0
48,103361,5000,24,611,8,1,0.3922967002346698,0.0,MORTGAGE,debt_consolidation,1,0
67,45531,12122,36,557,3,0,0.4269732914327745,0.0,RENT,debt_consolidation,0,0
35,69769,17709,12,642,3,0,0.5885696408434604,3.697811030439573,MORTGAGE,debt_consolidation,1,0
26,46379,42994,12,722,3,0,0.3236038918075069,15.354413064129439,MORTGAGE,debt_consolidation,1,0
64,124714,13386,48,651,9,2,0.6571739869483615,8.738002384663165,RENT,major_purchase,0,1
40,65778,18777,48,688,10,0,0.4109756518990625,7.324979367999032,OWN,major_purchase,0,0
34,68090,6338,12,580,14,0,0.30643052365081025,13.734430020142423,OWN,debt_consolidation,1,0
22,68856,5303,48,769,3,0,0.7099065810059617,8.917989405917096,RENT,other,0,0
29,35134,4786,48,694,6,0,0.47448378500301347,9.387880556985037,RENT,major_purchase,0,0
57,37125,9545,48,733,11,2,0.28178991695637906,4.634877674100994,OWN,debt_consolidation,1,0
40,77772,69538,48,679,14,0,0.3626324883419663,3.8133582219545907,MORTGAGE,debt_consolidation,0,0
46,52883,9685,48,715,4,0,0.4452849532781801,0.44436525134290505,OWN,debt_consolidation,0,0
49,24183,17884,60,580,14,1,0.32737084598219873,3.9945521697930406,RENT,major_purchase,2,0
21,150823,20861,60,610,2,1,0.3700861803567425,5.597382929504738,MORTGAGE,debt_consolidation,0,0
55,88154,5579,60,757,12,1,0.22741945945059178,8.723594737584602,MORTGAGE,debt_consolidation,1,0
26,50140,9432,12,774,12,1,0.09722082037881374,6.816207924776482,OWN,debt_consolidation,3,0
57,41601,22016,36,558,3,0,0.36596289841170676,5.1746526706615565,OWN,major_purchase,2,0
25,55226,18819,12,669,5,0,0.3710041733338831,2.441616240516253,RENT,debt_consolidation,0,0
53,66870,2710,60,615,10,4,0.4290679387336781,8.995634039776052,MORTGAGE,home_improvement,2,0
69,14475,21493,12,594,4,4,0.26357154393407045,4.511169564830796,RENT,debt_consolidation,1,0
34,174104,8597,36,672,5,0,0.14891685581890024,8.768982539959946,MORTGAGE,debt_consolidation,1,0
32,30517,8779,48,741,13,1,0.20520132953789771,0.0,RENT,debt_consolidation,0,0
62,48964,18469,24,686,12,3,0.5083450635259736,8.682105814849471,MORTGAGE,debt_consolidation,0,0
40,50057,45177,60,624,11,0,0.2500083031688643,10.734534513981194,MORTGAGE,home_improvement,1,0
44,162447,11380,60,691,1,0,0.2836878521294357,10.097654296818739,OWN,debt_consolidation,0,0
63,46496,34311,36,621,4,1,0.3031379654253332,6.016397873246526,MORTGAGE,debt_consolidation,2,0
54,127147,4218,48,682,11,3,0.25710857460698144,11.576591577121885,MORTGAGE,debt_consolidation,0,0
45,62569,14832,48,761,10,1,0.246018375870075,0.6352055852207634,RENT,debt_consolidation,0,0
49,27525,8665,24,483,3,1,0.21933146530492842,6.553969673967349,RENT,debt_consolidation,2,0
59,53147,16740,48,713,13,0,0.56009848618523,6.033020994196505,MORTGAGE,debt_consolidation,0,0
51,45656,10540,36,526,2,0,0.45201510250143945,12.181998445205434,MORTGAGE,debt_consolidation,2,0
67,25579,4569,48,748,7,0,0.5371731159725356,0.0,RENT,debt_consolidation,0,0
63,60756,6568,36,599,10,4,0.5674009634691257,1.7093514103635012,RENT,medical,1,0
43,49675,3588,60,552,9,0,0.05,15.736254043152577,OWN,medical,2,0
64,68449,4696,60,705,1,0,0.4015181963042115,0.0,RENT,debt_consolidation,0,0
58,55050,19619,60,679,12,3,0.26207320491525216,11.072119858437503,OWN,home_improvement,1,0
40,33167,10928,12,570,7,0,0.5175214466530023,3.498364184864289,RENT,other,0,0
43,77730,16069,60,549,11,2,0.23877931951361575,8.2735130182305,OWN,home_improvement,0,0
65,33703,57094,36,635,12,0,0.19187753654544354,14.06891201929677,MORTGAGE,medical,1,0
36,7632,10543,24,553,1,0,0.13489312090203467,8.466034355394152,OWN,medical,2,0
62,52954,22190,48,565,5,0,0.30459876335317965,14.172666883805087,RENT,other,3,0
28,35156,13663,60,659,1,4,0.4872417893792466,4.538254096065993,OWN,debt_consolidation,1,0
41,61653,121801,12,572,3,0,0.3884250825291967,5.199118720785462,RENT,debt_consolidation,2,0
21,162644,1194,12,684,8,2,0.1696027602295784,10.934211244238625,MORTGAGE,debt_consolidation,2,0
28,165486,7524,36,769,13,0,0.6728988635542836,4.802847698588343,OWN,home_improvement,1,0
49,44396,22543,24,638,4,0,0.4474307959237352,9.986731905190013,MORTGAGE,home_improvement,0,0
52,29854,7314,60,660,12,0,0.4666115173636529,12.919021082888417,MORTGAGE,debt_consolidation,2,0
58,69620,21012,60,811,1,2,0.5427543241021486,11.341684471436944,RENT,debt_consolidation,1,0
25,39256,12732,12,554,1,0,0.10396766170613303,0.0,MORTGAGE,major_purchase,0,0
67,62010,26687,36,745,8,0,0.2132848792118176,5.293096114752391,RENT,debt_consolidation,1,0
42,32974,5400,12,735,14,1,0.47345170353864086,8.409162420274109,OWN,home_improvement,1,0
67,56977,15340,12,718,8,0,0.22838925079677846,5.7805323018530395,RENT,major_purchase,2,0
54,30116,19395,24,753,4,0,0.30874797916174274,7.396830066957666,RENT,debt_consolidation,3,0
21,99762,14845,36,672,4,0,0.338338902075305,8.4753537213463,OWN,debt_consolidation,0,0
46,34406,15055,24,603,10,1,0.15838919170551236,4.367159396412152,RENT,medical,1,0
63,72886,34959,36,737,11,0,0.295877422679954,6.032805597720681,RENT,debt_consolidation,2,0
30,22951,3484,60,740,2,2,0.4871754826027748,1.0948263599657242,RENT,medical,0,0
50,78331,14764,48,738,2,0,0.45941808347267615,4.610791065463392,OWN,medical,3,0
38,27451,5078,48,653,12,0,0.5169521992951202,0.0,RENT,home_improvement,1,0
37,57337,24491,36,592,6,1,0.5014813810686194,7.582483478463455,OWN,home_improvement,2,0
46,90573,6833,48,665,8,0,0.4108810888553876,6.033888978207251,OWN,debt_consolidation,0,0
28,43477,1848,12,725,7,3,0.39900177474645493,2.4210239397568545,RENT,medical,0,0
67,26436,24963,60,731,7,0,0.38799961401599264,15.926299044144235,RENT,debt_consolidation,0,0
60,66044,10778,60,615,3,0,0.25594292491190584,5.772942584765795,OWN,home_improvement,1,0
69,29596,17770,48,675,12,0,0.19550829144190793,8.4327647203981,OWN,debt_consolidation,1,0
32,38463,41839,36,545,2,0,0.24656039808201496,3.8068341757726882,OWN,other,0,0
47,57484,17981,12,728,10,0,0.3010956025163796,4.928259896313499,MORTGAGE,other,2,0
28,110902,15298,36,587,7,0,0.25162610828858356,8.62206735424268,RENT,major_purchase,0,0
45,49808,12863,48,712,4,0,0.4120747607725873,5.338744750965562,MORTGAGE,debt_consolidation,1,0
66,49697,5335,60,558,1,0,0.38028428240963763,7.01651678444134,RENT,debt_consolidation,2,0
24,76306,11246,60,732,1,0,0.39639852480803267,11.034123076767322,RENT,home_improvement,0,0
53,50524,64803,36,675,4,0,0.4027112098873669,4.409869102405738,RENT,major_purchase,0,0
21,71776,9895,24,587,5,0,0.52934959066768,0.33919408381056737,MORTGAGE,home_improvement,1,0
39,93631,11792,36,705,5,0,0.3487140661419349,0.0,OWN,home_improvement,2,0
51,40269,36521,24,602,1,0,0.5012554150751917,14.192195181934316,MORTGAGE,medical,2,1
36,6870,3893,36,709,3,1,0.42748780369687506,11.655733502877847,MORTGAGE,debt_consolidation,1,0
34,30008,21940,24,628,6,1,0.5194450304952628,10.278998335938697,MORTGAGE,medical,1,0
68,101235,3747,24,512,10,0,0.5921944751579857,4.819735970639937,RENT,debt_consolidation,1,0
25,48037,18386,24,571,7,0,0.4364974369968605,0.33459994506083035,OWN,debt_consolidation,3,0
61,39995,13122,24,615,11,0,0.3655652374507998,5.588491932519262,RENT,major_purchase,2,0
46,98722,21805,12,759,1,2,0.3645961726164962,6.533228143569772,OWN,medical,1,0
48,46129,5943,24,722,8,0,0.2794750880657242,1.3422416662636056,RENT,home_improvement,1,0
22,13967,8707,24,779,4,0,0.27443417801359155,0.0,RENT,home_improvement,1,0
26,19867,22725,60,782,13,0,0.48531757449673024,0.0,MORTGAGE,medical,1,0
29,63018,8885,12,607,9,3,0.2054494561328666,10.286965937719222,MORTGAGE,medical,0,0
53,47092,24450,24,634,11,1,0.5922158953343339,0.9732084239849286,OWN,other,0,0
61,117335,15793,48,617,11,0,0.327241512064397,8.54705160357969,RENT,debt_consolidation,0,0
45,31572,9352,12,596,6,0,0.7793116839684221,5.011000732963758,MORTGAGE,home_improvement,2,0
68,40712,10380,60,502,1,2,0.24603268597555739,9.948189543880682,RENT,medical,1,0
33,28833,13397,36,648,2,0,0.38752833799705017,8.679122559845085,MORTGAGE,home_improvement,1,0
29,35869,11202,60,547,3,0,0.2972226094627371,5.8403129105435685,MORTGAGE,home_improvement,2,0
33,15754,23961,60,647,2,1,0.23103738626850923,7.652267126046086,OWN,home_improvement,1,0
51,38893,9926,12,819,10,0,0.5095700526318078,6.448319458116436,MORTGAGE,debt_consolidation,3,0
61,47518,8447,12,609,7,0,0.18416687084032904,3.9232642468346417,MORTGAGE,debt_consolidation,2,0
31,45170,27672,48,665,12,0,0.24858882395386478,11.900413927289314,OWN,debt_consolidation,1,0
24,178034,9530,48,722,1,2,0.4379479563372366,4.884631233790008,RENT,home_improvement,0,0
54,147279,8670,12,672,9,0,0.4617441216424107,6.565749268742601,MORTGAGE,debt_consolidation,0,0
58,31240,1828,12,673,2,1,0.14121718681587184,0.0,RENT,medical,1,0
66,14380,5816,12,621,4,0,0.43725153278230605,8.370223019224063,MORTGAGE,debt_consolidation,1,0
24,46188,6830,36,631,8,3,0.3693349870124508,3.9470920142726946,OWN,debt_consolidation,3,0
58,61445,8672,60,573,11,2,0.21234149632077048,4.615756704210488,RENT,other,1,0
39,29252,7497,48,717,3,0,0.23166776969966685,2.802195695577791,MORTGAGE,home_improvement,1,0
26,30134,29332,48,510,9,0,0.05,6.380017760558257,RENT,debt_consolidation,0,0
54,126694,7185,24,727,7,0,0.6076166641696366,0.0,OWN,medical,0,0
38,42001,7627,36,537,10,1,0.502313062246551,10.411785064566297,RENT,major_purchase,2,0
33,72936,15131,12,727,12,0,0.15662824847326715,6.8066761266038585,RENT,home_improvement,0,0
61,28052,5533,12,621,12,1,0.46983615091876935,4.663571993988964,RENT,medical,2,0
43,47374,46685,36,551,3,0,0.26389664840755,0.0,RENT,debt_consolidation,2,0
39,40062,25380,48,696,3,0,0.48722158045245495,9.165333432399851,RENT,debt_consolidation,1,0
65,32688,5247,12,724,5,1,0.27558896462613763,3.8283621985246206,RENT,medical,3,0
31,98044,30059,24,614,5,0,0.2954968857338062,13.530434351241572,OWN,debt_consolidation,1,0
21,21304,35502,48,707,10,0,0.30674790983635025,9.43159481164891,OWN,other,2,0
44,58690,5357,60,467,5,3,0.251396698750803,14.673278443435617,OWN,debt_consolidation,4,1
27,39613,5259,36,544,12,0,0.5598907062849956,7.684850203942859,OWN,debt_consolidation,1,0
45,62874,8198,48,753,13,3,0.4847790489622218,12.389113805810776,MORTGAGE,debt_consolidation,1,0
41,39936,4306,60,632,9,1,0.36649228074999185,9.313855226491086,RENT,major_purchase,0,0
35,82480,7156,24,501,9,1,0.5036852245978715,4.745092938981018,OWN,debt_consolidation,0,0
21,27894,9700,36,594,6,0,0.10593924271318111,7.936050092420672,MORTGAGE,debt_consolidation,0,0
32,98177,19996,12,576,11,0,0.16573118321734512,2.8300686677053193,RENT,other,1,0
27,48180,14256,12,636,11,0,0.4211832143536944,17.34389716487186,OWN,medical,1,0
35,22090,11867,60,620,7,0,0.46033048337118326,6.495674451472932,OWN,debt_consolidation,2,0
41,73727,9076,48,664,10,4,0.3919111319383627,7.131051457593254,RENT,home_improvement,1,1
39,43507,4692,24,644,8,0,0.06759579873825217,8.949929308167594,RENT,home_improvement,0,0
49,17593,21447,60,758,9,0,0.1906498213493378,1.5652733784163608,MORTGAGE,medical,1,0
45,59843,21067,24,683,6,0,0.4124887799756253,13.606855528332876,OWN,home_improvement,1,0
53,89675,8156,24,686,8,0,0.71397084338619,1.8733522461597447,RENT,medical,1,0
69,105797,5536,24,743,2,0,0.5326868997587642,0.7426471881930299,MORTGAGE,other,1,0
52,39065,46392,36,618,10,0,0.5865956447706159,6.1673799364848705,MORTGAGE,home_improvement,1,0
69,53486,16274,60,549,8,1,0.4009588133285448,0.6035125110520783,RENT,debt_consolidation,2,0
55,50529,18353,36,746,13,0,0.39987364711840656,14.809702680956882,OWN,home_improvement,0,0
64,119836,18998,48,660,11,0,0.19497717991158858,5.846483651584724,MORTGAGE,medical,2,0
58,30142,5105,48,661,2,0,0.49277330795774255,0.0,RENT,home_improvement,1,0
46,37093,44330,12,599,8,0,0.33902274461884957,7.99974259062521,OWN,medical,1,0
31,29707,9674,12,600,2,0,0.4539098563195578,9.767529934270202,RENT,medical,2,0
55,20547,25787,12,717,3,3,0.3546029529321402,4.892838758048911,RENT,debt_consolidation,1,0
28,56878,42905,48,728,7,0,0.3918677637126109,0.22053487119395676,RENT,debt_consolidation,2,0
66,128127,14258,24,712,11,0,0.33684078255520666,6.48346491666751,MORTGAGE,major_purchase,2,0
34,43517,5191,24,713,9,3,0.38369370467343394,4.591472663865778,MORTGAGE,debt_consolidation,1,0
30,28878,1817,60,695,3,1,0.5000114836317846,2.1221404007048186,OWN,home_improvement,2,0
22,54836,12955,48,660,5,0,0.1600655706396164,1.6808746495262472,OWN,debt_consolidation,0,0
66,69805,16319,12,635,9,0,0.1260616360527335,7.781178744686923,RENT,medical,0,0
29,44630,8394,48,746,7,2,0.4138796866458348,11.515109001948279,OWN,other,3,0
23,113791,14891,24,620,14,0,0.5660861446861425,9.307719189985486,RENT,debt_consolidation,1,0
41,30109,18850,24,679,2,0,0.6039116925201622,0.0,OWN,major_purchase,2,1
46,41266,29588,36,585,5,0,0.16633846734348923,10.077390022779912,MORTGAGE,home_improvement,0,0
28,58547,11127,36,597,5,0,0.28956892468964396,10.862370060135245,RENT,major_purchase,0,0
68,62055,12883,60,631,9,0,0.1281177118332636,13.968483754238832,OWN,major_purchase,0,0
22,50429,11580,48,585,2,0,0.26740825604193197,2.2505612195405265,OWN,debt_consolidation,1,0
26,22764,13723,36,713,1,0,0.5184272142574042,6.716986803176862,RENT,debt_consolidation,4,1
48,199347,8861,36,542,4,1,0.34806623246624,9.83762125151916,OWN,debt_consolidation,0,0
49,42549,8827,48,657,4,0,0.2939188880564318,4.362231509301944,OWN,other,0,0
46,52373,9283,24,660,1,0,0.43176286346168147,9.75954925173314,MORTGAGE,home_improvement,1,0
45,70973,15138,60,505,10,0,0.2307421865285793,6.879868368910461,RENT,other,3,0
32,33459,6782,60,614,7,1,0.5889467547322786,2.7677259167222683,RENT,debt_consolidation,2,0
25,50724,9313,60,670,2,0,0.351092745836221,3.1937888065472686,MORTGAGE,home_improvement,1,0
54,32652,56776,36,684,11,1,0.2897308635560151,13.246446781374281,MORTGAGE,major_purchase,2,0
68,62901,27367,24,633,13,0,0.4380273852193417,2.017906688016641,MORTGAGE,major_purchase,1,0
57,41538,6212,60,704,9,1,0.4908929240316569,1.1599985791519316,RENT,debt_consolidation,1,0
35,57597,26681,48,641,7,1,0.5893962860223887,8.721894323659047,RENT,debt_consolidation,3,0
64,26162,22068,60,651,13,2,0.3185046640612753,6.847136078287528,MORTGAGE,debt_consolidation,0,0
56,29811,12293,12,670,13,0,0.5129084784040575,0.4418931128663077,RENT,medical,1,0
35,21610,7582,24,724,12,0,0.36518174178499957,4.402899129552377,MORTGAGE,major_purchase,2,0
63,32006,6924,12,595,12,0,0.25829299685394574,2.916092608697233,RENT,debt_consolidation,0,0
68,10465,15979,24,611,14,0,0.2334782706493648,3.791662268765486,RENT,debt_consolidation,1,0
43,40771,6788,48,596,7,0,0.18545248345504936,19.62485198403323,RENT,debt_consolidation,1,0
26,35577,32137,36,623,1,0,0.23874590016663289,5.487100476629856,OWN,home_improvement,1,0
66,53666,40321,36,764,14,3,0.5173559932640126,2.5937452791392586,MORTGAGE,home_improvement,2,0
64,50350,12909,24,695,9,2,0.45600644026790554,17.108937453998248,MORTGAGE,other,2,0
63,104218,33223,60,559,10,0,0.16381825160870753,11.441273990961978,RENT,major_purchase,0,0
65,232486,9611,12,601,9,0,0.08804136196775969,10.624127802927047,RENT,debt_consolidation,0,0
41,97005,7544,48,679,2,1,0.18315602663053834,2.8345285284931663,OWN,debt_consolidation,0,0
43,37351,32216,60,577,10,0,0.2334895687629277,12.95741678843253,MORTGAGE,debt_consolidation,0,0
63,36459,47282,36,591,9,0,0.3045101434134487,11.081372941164194,RENT,debt_consolidation,0,0
36,82553,64249,60,757,2,0,0.525929528451307,7.735447909190074,RENT,major_purchase,0,0
67,17854,17433,12,600,13,0,0.26784247116505,0.0,RENT,debt_consolidation,1,0
35,40573,26627,36,726,2,0,0.602074994026591,6.90039998761086,MORTGAGE,home_improvement,1,0
45,42493,17128,24,750,13,4,0.09797001615179485,15.649653570826892,OWN,home_improvement,3,0
56,69597,41056,48,591,13,0,0.29770512188565407,8.101914098710203,MORTGAGE,debt_consolidation,2,0
31,70849,18894,48,578,13,0,0.46783230037046014,5.117667364590685,RENT,debt_consolidation,1,0
35,31359,25439,36,627,8,0,0.477080787854965,5.857713284556653,MORTGAGE,major_purchase,1,0
24,38230,5386,24,562,3,2,0.299642906541741,6.203738465930917,RENT,medical,1,0
41,64027,11104,12,659,14,2,0.5002630150676295,3.001928931115306,RENT,debt_consolidation,1,0
33,30352,25614,48,633,3,0,0.4718294663760324,6.793775853185924,OWN,home_improvement,1,0
42,101080,23841,36,678,7,2,0.2476828011031234,14.213672647727748,MORTGAGE,home_improvement,5,0
39,70650,27422,48,761,10,0,0.3972392702666633,13.647274394554895,RENT,major_purchase,0,0
54,54334,14713,24,715,6,0,0.4555419926115267,3.2283204483796792,MORTGAGE,major_purchase,1,0
34,61979,7929,12,689,7,1,0.25841978486407624,13.37948692275347,MORTGAGE,medical,1,0
24,37044,12744,24,492,6,0,0.6041488175403744,10.805706563263751,RENT,debt_consolidation,0,0
68,33665,13871,60,685,14,0,0.22469570800735356,10.16669268805831,MORTGAGE,debt_consolidation,0,0
66,37993,16210,24,787,9,1,0.3716139324941768,9.15955940820067,MORTGAGE,major_purchase,3,0
47,66169,6159,24,409,2,0,0.16253340253707377,2.3481181061027225,MORTGAGE,medical,3,0
49,55304,10800,48,705,8,0,0.365504029799384,4.972109075214421,MORTGAGE,debt_consolidation,1,0
67,38039,12444,24,637,11,0,0.18993901758937667,11.16459201560663,MORTGAGE,home_improvement,3,0
48,76860,2222,36,582,6,0,0.30588062880061057,0.9656482806252624,RENT,debt_consolidation,0,0
55,44162,26003,48,714,14,0,0.11201036580183549,1.7961244730206198,MORTGAGE,medical,1,0
28,32338,15232,48,786,4,0,0.46997201004885825,8.53098712382953,MORTGAGE,major_purchase,1,0
36,57102,16518,60,712,6,1,0.4034420074612411,3.052336696704484,OWN,debt_consolidation,2,0
62,26693,8844,36,620,6,2,0.5131115830455049,11.119471768503834,RENT,home_improvement,3,0
56,17812,21354,24,574,12,0,0.29782922530402456,3.2289102187172736,MORTGAGE,home_improvement,1,0
50,48870,6866,60,661,10,0,0.5200771050321498,8.221900724315734,OWN,debt_consolidation,2,0
38,33042,7786,36,719,3,1,0.35589194680922537,8.640357823253655,OWN,medical,1,0
22,42087,22085,60,619,8,3,0.3669751189143105,4.589526610512616,RENT,debt_consolidation,1,0
69,27445,17778,12,626,5,0,0.6671079988027908,5.801766851727033,MORTGAGE,home_improvement,3,0
33,101251,4807,24,850,11,2,0.2772986052592094,3.5999425998002255,RENT,home_improvement,0,0
24,32961,47188,60,736,10,0,0.5341188546732274,6.906976471738818,MORTGAGE,medical,0,0
46,37827,7282,12,742,11,3,0.421952741082142,2.1915637995603667,RENT,debt_consolidation,2,0
45,61496,12015,24,533,4,0,0.26421426616317756,5.882461242514706,MORTGAGE,home_improvement,0,0
50,21461,54037,60,593,14,3,0.15264636643047905,10.742455038976079,OWN,debt_consolidation,0,0
31,20530,2571,60,655,14,0,0.19503724243167644,1.316244604696645,MORTGAGE,medical,1,0
27,61609,3411,60,569,13,3,0.5196012196781766,4.5646529401105305,OWN,debt_consolidation,0,0
51,37535,19025,60,778,2,0,0.6101599290255435,9.591312049924746,RENT,major_purchase,0,0
64,28541,1839,48,762,14,0,0.3637159854815339,0.0,OWN,home_improvement,2,0
30,70405,2605,60,607,10,1,0.37158226439316844,16.277920181996684,MORTGAGE,debt_consolidation,1,0
59,30117,34204,48,792,1,1,0.46646801497347296,12.226289570154668,MORTGAGE,debt_consolidation,3,1
33,41576,9632,48,649,13,0,0.3609953044029777,0.0,RENT,debt_consolidation,1,0
51,28633,77410,12,850,7,0,0.5149550056955483,0.0,MORTGAGE,medical,2,0
27,58809,5838,24,661,10,1,0.3937433375994777,7.148087936670308,MORTGAGE,home_improvement,1,0
69,109015,10354,48,696,11,3,0.3703311970478664,1.3987790204894228,RENT,other,2,0
62,16048,20588,36,761,3,0,0.24511807287588222,11.80746645099206,OWN,debt_consolidation,0,0
62,52448,19481,48,752,3,0,0.20820993807900762,8.97001081065844,RENT,debt_consolidation,1,0
56,81957,10895,36,690,3,2,0.05,7.616895081686352,RENT,other,0,0
40,38067,7952,12,638,10,1,0.5351175199912808,4.148718074881988,MORTGAGE,major_purchase,1,0
24,24868,16076,36,691,12,1,0.3280089417166512,15.000038198946765,RENT,major_purchase,2,0
27,63106,40195,12,584,13,2,0.2899403982896328,10.767260503608426,OWN,other,0,0
21,89410,24593,12,662,3,1,0.057243905542185,10.015829045103228,MORTGAGE,other,1,0
64,83643,8054,12,561,2,1,0.2539830851341472,13.00027982313721,MORTGAGE,debt_consolidation,1,0
65,61055,6042,36,507,6,3,0.23424703125756563,1.9056956825356535,RENT,debt_consolidation,1,0
62,51986,7675,36,654,14,2,0.2307840369153838,13.423689345195452,RENT,debt_consolidation,4,0
67,28583,4822,12,750,10,1,0.39992542147289417,5.676958518186813,OWN,medical,0,0
33,82384,15031,12,724,3,0,0.3683372829794005,8.673648483012249,MORTGAGE,debt_consolidation,1,0
42,79695,25617,24,643,1,0,0.1458056099570442,6.217684951640333,MORTGAGE,home_improvement,3,0
41,24764,12618,12,789,10,0,0.1553238350139001,0.0,RENT,medical,3,0
42,61003,52881,60,604,13,1,0.1550482171504451,11.786741304861238,OWN,major_purchase,0,0
48,72525,55289,24,496,13,0,0.6215789131350765,0.0,RENT,debt_consolidation,2,0
29,83222,17088,24,475,9,0,0.5739083943037444,2.167396999937125,MORTGAGE,debt_consolidation,2,0
46,46864,23424,24,555,6,0,0.22215515013506032,4.735876847859394,RENT,debt_consolidation,2,0
29,29303,6500,60,715,6,1,0.053510852000640374,0.0,MORTGAGE,home_improvement,4,0
35,36269,10010,24,599,10,2,0.369206636451878,1.4968868859814606,RENT,debt_consolidation,1,0
30,26786,36968,24,686,9,2,0.3570410174356507,8.224100453920157,MORTGAGE,debt_consolidation,0,0
44,47541,8404,36,781,2,0,0.3975375480482597,5.2667440423223155,RENT,medical,2,0
62,42271,43910,36,561,10,0,0.46120608387159995,5.6792356313742465,OWN,other,2,0
28,177552,32534,12,688,9,0,0.41775559300939125,2.4249677450570495,OWN,other,1,0
44,83851,24374,12,693,14,0,0.182534070274962,7.230906618789447,RENT,debt_consolidation,1,0
36,87704,5228,48,581,12,1,0.3941061630746026,5.373759874017005,RENT,medical,2,0
69,65043,10408,60,758,3,0,0.4780735363003481,0.0,RENT,major_purchase,1,0
46,39324,22367,36,626,3,0,0.24139974154949403,5.995406652145361,RENT,medical,1,0
47,41554,6071,12,619,3,0,0.3949934703133788,0.7904408654092965,RENT,medical,3,0
57,43900,11475,60,818,1,0,0.2670828923798288,11.488485559712824,OWN,other,0,0
24,54881,24384,24,691,10,0,0.6494254581411845,5.042466326506979,MORTGAGE,debt_consolidation,0,0
44,61914,8479,60,724,7,0,0.15097592916994698,19.607622153653928,MORTGAGE,major_purchase,2,0
39,49041,6787,36,758,10,0,0.5233923404792902,11.834512682607262,RENT,major_purchase,2,0
56,41177,3163,48,597,13,0,0.0993780857862096,6.348654123564157,RENT,debt_consolidation,1,0
59,34321,9805,36,749,7,0,0.6189579027824912,9.897394166119593,MORTGAGE,debt_consolidation,1,0
30,21256,24798,12,609,2,0,0.17876763988633856,0.0,OWN,debt_consolidation,1,0
45,105876,6645,12,606,6,4,0.37845073159840037,11.811897034548778,RENT,other,0,0
38,184115,13552,60,628,4,0,0.10562102199547926,2.898547514212539,RENT,medical,1,0
39,100669,11166,36,600,11,0,0.14750283244674336,7.448665185221768,RENT,home_improvement,1,0
56,23030,7837,12,715,7,2,0.48466205714369326,3.3618874357499418,RENT,home_improvement,1,0
30,78606,26112,24,671,14,0,0.5042243467204207,3.893408123783189,MORTGAGE,debt_consolidation,2,0
53,90605,49702,24,610,14,0,0.38590383985514704,6.094339550102873,RENT,major_purchase,2,0
25,38481,29835,48,703,7,0,0.4611622498235361,7.3841638750330905,MORTGAGE,debt_consolidation,2,0
67,65732,7656,60,627,4,0,0.5067318113980959,6.865420596053538,MORTGAGE,home_improvement,2,0
69,37280,65768,12,623,3,0,0.24737347043010283,6.990076879309859,MORTGAGE,medical,1,0
55,122682,29766,48,653,7,0,0.1401557848524778,0.0,RENT,home_improvement,0,0
64,61036,9266,24,687,9,2,0.3479444920695808,18.660248021320545,RENT,home_improvement,2,0
54,28274,7184,48,681,4,0,0.2634198221154187,8.159901645340051,OWN,debt_consolidation,1,0
53,73268,32755,48,620,6,2,0.4082932220301493,9.18783672818566,RENT,debt_consolidation,0,1
41,92528,15352,12,717,7,3,0.4322042918131889,5.300044446024695,MORTGAGE,major_purchase,1,0
37,55208,6764,12,632,10,4,0.24775238141460787,2.629226527211892,RENT,debt_consolidation,4,0
42,65359,11866,12,597,3,1,0.45561628144496646,7.755178654850873,MORTGAGE,debt_consolidation,3,0
68,47011,9645,60,532,5,0,0.4481207563926962,8.446384553205137,OWN,debt_consolidation,1,0
